Voltage	Current	
V	A	
	Device Scan 1	
0.0	9.94086e-11	
0.0224489795918	1.21496e-09	
0.0448979591837	3.1924e-09	
0.0673469387755	6.33552e-09	
0.0897959183673	1.14634e-08	
0.112244897959	1.97737e-08	
0.134693877551	3.34566e-08	
0.157142857143	5.58745e-08	
0.179591836735	9.73815e-08	
0.202040816327	1.55357e-07	
0.224489795918	2.54776e-07	
0.24693877551	4.22918e-07	
0.269387755102	7.05606e-07	
0.291836734694	1.18414e-06	
0.314285714286	2.00153e-06	
0.336734693878	3.41052e-06	
0.359183673469	5.84759e-06	
0.381632653061	1.00985e-05	
0.404081632653	1.74038e-05	
0.426530612245	2.98085e-05	
0.448979591837	5.05509e-05	
0.471428571429	8.44243e-05	
0.49387755102	0.000137991	
0.516326530612	0.000220237	
0.538775510204	0.00034319	
0.561224489796	0.000521097	
0.583673469388	0.000770464	
0.60612244898	0.00111229	
0.628571428571	0.00154936	
0.651020408163	0.00209255	
0.673469387755	0.00274281	
0.695918367347	0.00349379	
0.718367346939	0.00433442	
0.740816326531	0.00525933	
0.763265306122	0.00625494	
0.785714285714	0.007315	
0.808163265306	0.00842873	
0.830612244898	0.00958671	
0.85306122449	0.0107816	
0.875510204082	0.0120129	
0.897959183673	0.0132709	
0.920408163265	0.0145586	
0.942857142857	0.015866	
0.965306122449	0.0171914	
0.987755102041	0.0185365	
1.01020408163	0.0198973	
1.03265306122	0.0212597	
1.05510204082	0.0226414	
1.07755102041	0.0240328	
1.1	0.0254206	
-0.0	4.21762e-11	
-0.0224489795918	-7.91442e-10	
-0.0448979591837	-1.37184e-09	
-0.0673469387755	-1.74661e-09	
-0.0897959183673	-1.97513e-09	
-0.112244897959	-2.20726e-09	
-0.134693877551	-2.3586e-09	
-0.157142857143	-2.45231e-09	
-0.179591836735	-2.59103e-09	
-0.202040816327	-2.67366e-09	
-0.224489795918	-2.73179e-09	
-0.24693877551	-2.82918e-09	
-0.269387755102	-2.9045e-09	
-0.291836734694	-2.97269e-09	
-0.314285714286	-3.02565e-09	
-0.336734693878	-3.08551e-09	
-0.359183673469	-3.13787e-09	
-0.381632653061	-3.17326e-09	
-0.404081632653	-3.24645e-09	
-0.426530612245	-3.27551e-09	
-0.448979591837	-3.32214e-09	
-0.471428571429	-3.37768e-09	
-0.49387755102	-3.41311e-09	
-0.516326530612	-3.43968e-09	
-0.538775510204	-3.49926e-09	
-0.561224489796	-3.56584e-09	
-0.583673469388	-3.55992e-09	
-0.60612244898	-3.57821e-09	
-0.628571428571	-3.59318e-09	
-0.651020408163	-3.68694e-09	
-0.673469387755	-3.62502e-09	
-0.695918367347	-3.84797e-09	
-0.718367346939	-3.7248e-09	
-0.740816326531	-3.76276e-09	
-0.763265306122	-3.80484e-09	
-0.785714285714	-3.82235e-09	
-0.808163265306	-3.85398e-09	
-0.830612244898	-3.88578e-09	
-0.85306122449	-3.90443e-09	
-0.875510204082	-3.956e-09	
-0.897959183673	-3.96388e-09	
-0.920408163265	-4.02272e-09	
-0.942857142857	-4.05045e-09	
-0.965306122449	-4.07122e-09	
-0.987755102041	-4.09483e-09	
-1.01020408163	-4.11103e-09	
-1.03265306122	-4.2222e-09	
-1.05510204082	-4.10511e-09	
-1.07755102041	-4.05941e-09	
-1.1	-4.1851e-09	
